# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# TG       = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius); 
# 
# STN,YYYYMMDD,   TG
# 
  260,19100525,  144
  260,19100526,  149
  260,19100527,  108
  260,19100528,  131
  260,19100529,  141
  260,19100530,  127
  260,19100531,  129
  260,19100601,  140
  260,19100602,  147
  260,19100603,  157
  260,19100604,  170
  260,19100605,  192
  260,19100606,  222
  260,19100607,  213
  260,19100608,  194
  260,19100609,  192
  260,19100610,  202
  260,19100611,  164
  260,19100612,  162
  260,19100613,  155
  260,19100614,  141
  260,19100615,  129
  260,19100616,  135
  260,19100617,  170
  260,19100618,  158
  260,19100619,  148
  260,19100620,  161
  260,19100621,  174
  260,19100622,  149
  260,19100623,  144
  260,19100624,  145
  260,19100625,  145
  260,19100626,  128
  260,19100627,  123
  260,19100628,  143
  260,19100629,  145
  260,19100630,  132
  260,19100701,  139
  260,19100702,  135
  260,19100703,  115
  260,19100704,  128
  260,19100705,  136
  260,19100706,  136
  260,19100707,  135
  260,19100708,  136
  260,19100709,  139
  260,19100710,  136
  260,19100711,  160
  260,19100712,  175
  260,19100713,  167
  260,19100714,  146
  260,19100715,  161
  260,19100716,  164
  260,19100717,  190
  260,19100718,  177
  260,19100719,  158
  260,19100720,  146
  260,19100721,  159
  260,19100722,  151
  260,19100723,  145
  260,19100724,  140
  260,19100725,  137
  260,19100726,  130
  260,19100727,  152
  260,19100728,  167
  260,19100729,  161
  260,19100730,  159
  260,19100731,  175
  260,19100801,  164
  260,19100802,  168
  260,19100803,  158
  260,19100804,  160
  260,19100805,  140
  260,19100806,  153
  260,19100807,  150
  260,19100808,  163
  260,19100809,  178
  260,19100810,  175
  260,19100811,  169
  260,19100812,  148
  260,19100813,  154
  260,19100814,  156
  260,19100815,  168
  260,19100816,  161
  260,19100817,  169
  260,19100818,  167
  260,19100819,  164
  260,19100820,  174
  260,19100821,  174
  260,19100822,  147
  260,19100823,  127
  260,19100824,  139
  260,19100825,  158
  260,19100826,  173
  260,19100827,  143
  260,19100828,  143
  260,19100829,  155
  260,19100830,  146
  260,19100831,  145
  260,19100901,  131
  260,19100902,  133
  260,19100903,  143
  260,19100904,  137
  260,19100905,  152
  260,19100906,  153
  260,19100907,  138
  260,19100908,  129
  260,19100909,  148
  260,19100910,  148
  260,19100911,  142
  260,19100912,  126
  260,19100913,  111
  260,19100914,  131
  260,19100915,  159
  260,19100916,  141
  260,19100917,  136
  260,19100918,  133
  260,19100919,  119
  260,19100920,  108
  260,19100921,   97
  260,19100922,  100
  260,19100923,  127
  260,19100924,  126
  260,19100925,  119
  260,19100926,  123
  260,19100927,  140
  260,19100928,  123
  260,19100929,  158
  260,19100930,  129
  260,19101001,  110
  260,19101002,  148
  260,19101003,  128
  260,19101004,  128
  260,19101005,  140
  260,19101006,  139
  260,19101007,  120
  260,19101008,  116
  260,19101009,  121
  260,19101010,  122
  260,19101011,  124
  260,19101012,  135
  260,19101013,  109
  260,19101014,   75
  260,19101015,   79
  260,19101016,   83
  260,19101017,  102
  260,19101018,  105
  260,19101019,  105
  260,19101020,   96
  260,19101021,   84
  260,19101022,   86
  260,19101023,   68
  260,19101024,   69
  260,19101025,   72
  260,19101026,   76
  260,19101027,   48
  260,19101028,   83
  260,19101029,  105
  260,19101030,   96
  260,19101031,   81
  260,19101101,   75
  260,19101102,   49
  260,19101103,   42
  260,19101104,   46
  260,19101105,   46
  260,19101106,   39
  260,19101107,   79
  260,19101108,   62
  260,19101109,   45
  260,19101110,   44
  260,19101111,   53
  260,19101112,   47
  260,19101113,   56
  260,19101114,   90
  260,19101115,   47
  260,19101116,   37
  260,19101117,   22
  260,19101118,   24
  260,19101119,   22
  260,19101120,   12
  260,19101121,   29
  260,19101122,   27
  260,19101123,   21
  260,19101124,   -7
  260,19101125,  -19
  260,19101126,  -20
  260,19101127,  -13
  260,19101128,   45
  260,19101129,   25
  260,19101130,   36
  260,19101201,   36
  260,19101202,   34
  260,19101203,   24
  260,19101204,   50
  260,19101205,   60
  260,19101206,   66
  260,19101207,   62
  260,19101208,   62
  260,19101209,   74
  260,19101210,   71
  260,19101211,   79
  260,19101212,   84
  260,19101213,   80
  260,19101214,   73
  260,19101215,   80
  260,19101216,   86
  260,19101217,   81
  260,19101218,   59
  260,19101219,   56
  260,19101220,   57
  260,19101221,   71
  260,19101222,   44
  260,19101223,   48
  260,19101224,   85
  260,19101225,   55
  260,19101226,   35
  260,19101227,   13
  260,19101228,   -5
  260,19101229,   31
  260,19101230,   39
  260,19101231,   38
  260,19110101,   35
  260,19110102,   16
  260,19110103,    4
  260,19110104,   13
  260,19110105,    5
  260,19110106,    3
  260,19110107,   21
  260,19110108,   16
  260,19110109,   45
  260,19110110,   26
  260,19110111,   19
  260,19110112,    9
  260,19110113,   -8
  260,19110114,  -69
  260,19110115,  -60
  260,19110116,  -13
  260,19110117,    3
  260,19110118,   35
  260,19110119,   41
  260,19110120,   21
  260,19110121,  -15
  260,19110122,   -6
  260,19110123,   -3
  260,19110124,   12
  260,19110125,   55
  260,19110126,   80
  260,19110127,   64
  260,19110128,   48
  260,19110129,   32
  260,19110130,  -16
  260,19110131,  -33
  260,19110201,  -21
  260,19110202,   28
  260,19110203,   32
  260,19110204,   23
  260,19110205,   47
  260,19110206,   30
  260,19110207,   17
  260,19110208,   18
  260,19110209,   -5
  260,19110210,  -22
  260,19110211,    1
  260,19110212,   24
  260,19110213,    6
  260,19110214,  -22
  260,19110215,   20
  260,19110216,   36
  260,19110217,   87
  260,19110218,   94
  260,19110219,   64
  260,19110220,   31
  260,19110221,   46
  260,19110222,   79
  260,19110223,   78
  260,19110224,   70
  260,19110225,   61
  260,19110226,   54
  260,19110227,   45
  260,19110228,   89
  260,19110301,   61
  260,19110302,   72
  260,19110303,   71
  260,19110304,   74
  260,19110305,   42
  260,19110306,   32
  260,19110307,   35
  260,19110308,   30
  260,19110309,   37
  260,19110310,   48
  260,19110311,   50
  260,19110312,   48
  260,19110313,   30
  260,19110314,   33
  260,19110315,   28
  260,19110316,    5
  260,19110317,   30
  260,19110318,   28
  260,19110319,   45
  260,19110320,   50
  260,19110321,   71
  260,19110322,  100
  260,19110323,   56
  260,19110324,   36
  260,19110325,   13
  260,19110326,   28
  260,19110327,   43
  260,19110328,   68
  260,19110329,  116
  260,19110330,  145
  260,19110331,   85
  260,19110401,   66
  260,19110402,   60
  260,19110403,   28
  260,19110404,   16
  260,19110405,  -22
  260,19110406,   -1
  260,19110407,   20
  260,19110408,   57
  260,19110409,   43
  260,19110410,   51
  260,19110411,   60
  260,19110412,   45
  260,19110413,   58
  260,19110414,   51
  260,19110415,   98
  260,19110416,   85
  260,19110417,   99
  260,19110418,  124
  260,19110419,  129
  260,19110420,   96
  260,19110421,   97
  260,19110422,  130
  260,19110423,  105
  260,19110424,  104
  260,19110425,  107
  260,19110426,   86
  260,19110427,   77
  260,19110428,   91
  260,19110429,   88
  260,19110430,   82
  260,19110501,   77
  260,19110502,  110
  260,19110503,  117
  260,19110504,   99
  260,19110505,   85
  260,19110506,   86
  260,19110507,   93
  260,19110508,  126
  260,19110509,  158
  260,19110510,  174
  260,19110511,  165
  260,19110512,  159
  260,19110513,  169
  260,19110514,  151
  260,19110515,  143
  260,19110516,  150
  260,19110517,  147
  260,19110518,  130
  260,19110519,   99
  260,19110520,  113
  260,19110521,  118
  260,19110522,   92
  260,19110523,  110
  260,19110524,  131
  260,19110525,  163
  260,19110526,  163
  260,19110527,  175
  260,19110528,  173
  260,19110529,  190
  260,19110530,  176
  260,19110531,  204
  260,19110601,  184
  260,19110602,  178
  260,19110603,  183
  260,19110604,  181
  260,19110605,  195
  260,19110606,  183
  260,19110607,  145
  260,19110608,  154
  260,19110609,  135
  260,19110610,  110
  260,19110611,  108
  260,19110612,  115
  260,19110613,  116
  260,19110614,   95
  260,19110615,  123
  260,19110616,  130
  260,19110617,  141
  260,19110618,  158
  260,19110619,  155
  260,19110620,  133
  260,19110621,  145
  260,19110622,  147
  260,19110623,  152
  260,19110624,  151
  260,19110625,  141
  260,19110626,  116
  260,19110627,  118
  260,19110628,  144
  260,19110629,  147
  260,19110630,  137
  260,19110701,  142
  260,19110702,  133
  260,19110703,  108
  260,19110704,  133
  260,19110705,  170
  260,19110706,  191
  260,19110707,  208
  260,19110708,  181
  260,19110709,  145
  260,19110710,  162
  260,19110711,  166
  260,19110712,  172
  260,19110713,  175
  260,19110714,  180
  260,19110715,  147
  260,19110716,  142
  260,19110717,  152
  260,19110718,  158
  260,19110719,  167
  260,19110720,  188
  260,19110721,  218
  260,19110722,  230
  260,19110723,  198
  260,19110724,  177
  260,19110725,  196
  260,19110726,  193
  260,19110727,  214
  260,19110728,  239
  260,19110729,  246
  260,19110730,  230
  260,19110731,  211
  260,19110801,  205
  260,19110802,  204
  260,19110803,  190
  260,19110804,  174
  260,19110805,  186
  260,19110806,  178
  260,19110807,  180
  260,19110808,  208
  260,19110809,  244
  260,19110810,  249
  260,19110811,  237
  260,19110812,  243
  260,19110813,  238
  260,19110814,  206
  260,19110815,  165
  260,19110816,  153
  260,19110817,  153
  260,19110818,  176
  260,19110819,  170
  260,19110820,  170
  260,19110821,  163
  260,19110822,  174
  260,19110823,  172
  260,19110824,  180
  260,19110825,  163
  260,19110826,  174
  260,19110827,  180
  260,19110828,  190
  260,19110829,  178
  260,19110830,  151
  260,19110831,  144
  260,19110901,  164
  260,19110902,  193
  260,19110903,  178
  260,19110904,  150
  260,19110905,  166
  260,19110906,  166
  260,19110907,  169
  260,19110908,  188
  260,19110909,  157
  260,19110910,  149
  260,19110911,  154
  260,19110912,  177
  260,19110913,  169
  260,19110914,  134
  260,19110915,  113
  260,19110916,  115
  260,19110917,  123
  260,19110918,  134
  260,19110919,  131
  260,19110920,  153
  260,19110921,  123
  260,19110922,  114
  260,19110923,  117
  260,19110924,  115
  260,19110925,  129
  260,19110926,  131
  260,19110927,  118
  260,19110928,  118
  260,19110929,   86
  260,19110930,   88
  260,19111001,   96
  260,19111002,   86
  260,19111003,   89
  260,19111004,   99
  260,19111005,   98
  260,19111006,   96
  260,19111007,   95
  260,19111008,  122
  260,19111009,   87
  260,19111010,   87
  260,19111011,   79
  260,19111012,   83
  260,19111013,  103
  260,19111014,  105
  260,19111015,   99
  260,19111016,   92
  260,19111017,   80
  260,19111018,   75
  260,19111019,   84
  260,19111020,  130
  260,19111021,  128
  260,19111022,  127
  260,19111023,  119
  260,19111024,  116
  260,19111025,  102
  260,19111026,   85
  260,19111027,   92
  260,19111028,   67
  260,19111029,   41
  260,19111030,   86
  260,19111031,   85
  260,19111101,   71
  260,19111102,   55
  260,19111103,   82
  260,19111104,   92
  260,19111105,  115
  260,19111106,   77
  260,19111107,   77
  260,19111108,   82
  260,19111109,   59
  260,19111110,   56
  260,19111111,   49
  260,19111112,   84
  260,19111113,   78
  260,19111114,   69
  260,19111115,   50
  260,19111116,  100
  260,19111117,   97
  260,19111118,   81
  260,19111119,   50
  260,19111120,   57
  260,19111121,   36
  260,19111122,   10
  260,19111123,   15
  260,19111124,   16
  260,19111125,    1
  260,19111126,   -2
  260,19111127,   11
  260,19111128,   44
  260,19111129,   66
  260,19111130,   65
  260,19111201,   49
  260,19111202,   32
  260,19111203,   44
  260,19111204,   62
  260,19111205,   42
  260,19111206,   41
  260,19111207,   45
  260,19111208,   40
  260,19111209,   34
  260,19111210,   44
  260,19111211,   60
  260,19111212,   30
  260,19111213,   29
  260,19111214,   51
  260,19111215,   57
  260,19111216,   45
  260,19111217,   77
  260,19111218,   51
  260,19111219,   81
  260,19111220,   81
  260,19111221,   60
  260,19111222,   59
  260,19111223,   43
  260,19111224,   51
  260,19111225,   57
  260,19111226,   52
  260,19111227,   42
  260,19111228,   35
  260,19111229,   76
  260,19111230,   66
  260,19111231,   34
  260,19120101,   69
  260,19120102,   74
  260,19120103,   76
  260,19120104,   83
  260,19120105,   67
  260,19120106,   32
  260,19120107,   -5
  260,19120108,    7
  260,19120109,   24
  260,19120110,   28
  260,19120111,   27
  260,19120112,   43
  260,19120113,   31
  260,19120114,   19
  260,19120115,   -5
  260,19120116,  -24
  260,19120117,  -56
  260,19120118,  -29
  260,19120119,    1
  260,19120120,    3
  260,19120121,   28
  260,19120122,   22
  260,19120123,   20
  260,19120124,   61
  260,19120125,   46
  260,19120126,   23
  260,19120127,  -21
  260,19120128,  -26
  260,19120129,    8
  260,19120130,   -8
  260,19120131,   14
  260,19120201,    0
  260,19120202,  -66
  260,19120203, -114
  260,19120204, -104
  260,19120205,  -99
  260,19120206,   29
  260,19120207,   62
  260,19120208,   72
  260,19120209,   95
  260,19120210,   56
  260,19120211,   46
  260,19120212,   47
  260,19120213,   52
  260,19120214,   45
  260,19120215,   11
  260,19120216,   56
  260,19120217,   85
  260,19120218,   70
  260,19120219,   84
  260,19120220,   69
  260,19120221,   50
  260,19120222,   67
  260,19120223,  114
  260,19120224,   64
  260,19120225,   41
  260,19120226,   69
  260,19120227,   97
  260,19120228,   96
  260,19120229,   85
  260,19120301,   78
  260,19120302,   99
  260,19120303,   85
  260,19120304,   74
  260,19120305,   78
  260,19120306,   56
  260,19120307,   54
  260,19120308,   55
  260,19120309,   77
  260,19120310,   74
  260,19120311,   72
  260,19120312,   63
  260,19120313,   72
  260,19120314,   90
  260,19120315,  104
  260,19120316,   57
  260,19120317,   56
  260,19120318,   73
  260,19120319,   67
  260,19120320,   45
  260,19120321,   48
  260,19120322,   79
  260,19120323,   69
  260,19120324,   73
  260,19120325,  105
  260,19120326,  119
  260,19120327,  102
  260,19120328,   93
  260,19120329,   72
  260,19120330,   75
  260,19120331,   66
  260,19120401,   51
  260,19120402,   47
  260,19120403,   59
  260,19120404,   83
  260,19120405,  100
  260,19120406,  118
  260,19120407,   89
  260,19120408,   89
  260,19120409,   39
  260,19120410,   32
  260,19120411,   34
  260,19120412,   30
  260,19120413,   44
  260,19120414,   71
  260,19120415,   77
  260,19120416,   86
  260,19120417,   96
  260,19120418,  102
  260,19120419,  102
  260,19120420,  127
  260,19120421,  144
  260,19120422,  141
  260,19120423,  122
  260,19120424,  126
  260,19120425,  125
  260,19120426,  122
  260,19120427,   97
  260,19120428,   80
  260,19120429,   86
  260,19120430,   80
  260,19120501,   73
  260,19120502,   91
  260,19120503,  107
  260,19120504,   87
  260,19120505,  101
  260,19120506,  119
  260,19120507,  126
  260,19120508,  129
  260,19120509,  134
  260,19120510,  134
  260,19120511,  156
  260,19120512,  139
  260,19120513,   93
  260,19120514,  111
  260,19120515,  143
  260,19120516,  106
  260,19120517,   80
  260,19120518,  112
  260,19120519,  138
  260,19120520,  140
  260,19120521,  133
  260,19120522,  135
  260,19120523,  127
  260,19120524,  115
  260,19120525,  101
  260,19120526,   88
  260,19120527,   87
  260,19120528,   92
  260,19120529,  117
  260,19120530,  130
  260,19120531,  138
  260,19120601,  156
  260,19120602,  139
  260,19120603,  121
  260,19120604,  125
  260,19120605,  123
  260,19120606,  135
  260,19120607,  153
  260,19120608,  137
  260,19120609,  146
  260,19120610,  156
  260,19120611,  163
  260,19120612,  171
  260,19120613,  145
  260,19120614,  129
  260,19120615,  136
  260,19120616,  109
  260,19120617,  113
  260,19120618,  143
  260,19120619,  193
  260,19120620,  158
  260,19120621,  154
  260,19120622,  181
  260,19120623,  177
  260,19120624,  149
  260,19120625,  154
  260,19120626,  149
  260,19120627,  158
  260,19120628,  181
  260,19120629,  140
  260,19120630,  145
  260,19120701,  141
  260,19120702,  136
  260,19120703,  145
  260,19120704,  163
  260,19120705,  175
  260,19120706,  181
  260,19120707,  178
  260,19120708,  155
  260,19120709,  158
  260,19120710,  178
  260,19120711,  196
  260,19120712,  231
  260,19120713,  242
  260,19120714,  229
  260,19120715,  216
  260,19120716,  219
  260,19120717,  216
  260,19120718,  164
  260,19120719,  138
  260,19120720,  139
  260,19120721,  163
  260,19120722,  183
  260,19120723,  178
  260,19120724,  197
  260,19120725,  188
  260,19120726,  180
  260,19120727,  190
  260,19120728,  178
  260,19120729,  159
  260,19120730,  154
  260,19120731,  153
  260,19120801,  152
  260,19120802,  135
  260,19120803,  150
  260,19120804,  173
  260,19120805,  147
  260,19120806,  138
  260,19120807,  142
  260,19120808,  148
  260,19120809,  135
  260,19120810,  126
  260,19120811,  128
  260,19120812,  131
  260,19120813,  118
  260,19120814,  114
  260,19120815,  119
  260,19120816,  144
  260,19120817,  148
  260,19120818,  159
  260,19120819,  149
  260,19120820,  147
  260,19120821,  131
  260,19120822,  128
  260,19120823,  127
  260,19120824,  150
  260,19120825,  159
  260,19120826,  150
  260,19120827,  130
  260,19120828,  125
  260,19120829,  151
  260,19120830,  144
  260,19120831,  130
  260,19120901,  117
  260,19120902,  102
  260,19120903,  124
  260,19120904,  138
  260,19120905,  115
  260,19120906,  109
  260,19120907,  115
  260,19120908,  114
  260,19120909,   97
  260,19120910,  107
  260,19120911,  105
  260,19120912,  118
  260,19120913,  109
  260,19120914,  121
  260,19120915,  110
  260,19120916,  114
  260,19120917,  124
  260,19120918,  114
  260,19120919,  112
  260,19120920,   93
  260,19120921,   90
  260,19120922,  104
  260,19120923,  105
  260,19120924,   93
  260,19120925,   78
  260,19120926,   72
  260,19120927,   82
  260,19120928,  100
  260,19120929,   99
  260,19120930,  119
  260,19121001,  130
  260,19121002,   89
  260,19121003,   51
  260,19121004,   44
  260,19121005,   42
  260,19121006,   34
  260,19121007,   42
  260,19121008,   78
  260,19121009,   97
  260,19121010,   77
  260,19121011,   54
  260,19121012,   48
  260,19121013,   65
  260,19121014,  104
  260,19121015,   81
  260,19121016,   75
  260,19121017,  101
  260,19121018,   85
  260,19121019,  100
  260,19121020,   90
  260,19121021,   81
  260,19121022,   65
  260,19121023,   68
  260,19121024,   67
  260,19121025,   71
  260,19121026,   58
  260,19121027,  124
  260,19121028,  125
  260,19121029,  122
  260,19121030,  104
  260,19121031,   87
  260,19121101,   51
  260,19121102,   49
  260,19121103,   34
  260,19121104,   48
  260,19121105,   59
  260,19121106,   25
  260,19121107,   36
  260,19121108,   82
  260,19121109,   89
  260,19121110,   82
  260,19121111,   55
  260,19121112,   47
  260,19121113,   32
  260,19121114,   54
  260,19121115,   69
  260,19121116,   73
  260,19121117,   80
  260,19121118,   58
  260,19121119,   44
  260,19121120,   66
  260,19121121,   55
  260,19121122,   62
  260,19121123,   73
  260,19121124,   65
  260,19121125,   72
  260,19121126,   71
  260,19121127,   51
  260,19121128,   20
  260,19121129,   16
  260,19121130,   32
  260,19121201,   15
  260,19121202,   31
  260,19121203,   25
  260,19121204,   41
  260,19121205,   14
  260,19121206,   47
  260,19121207,   48
  260,19121208,   71
  260,19121209,   31
  260,19121210,   45
  260,19121211,   73
  260,19121212,   72
  260,19121213,   64
  260,19121214,  107
  260,19121215,   96
  260,19121216,   63
  260,19121217,   27
  260,19121218,   35
  260,19121219,   39
  260,19121220,   44
  260,19121221,   21
  260,19121222,   31
  260,19121223,   38
  260,19121224,   73
  260,19121225,   79
  260,19121226,   64
  260,19121227,   69
  260,19121228,  113
  260,19121229,   83
  260,19121230,   64
  260,19121231,   38
  260,19130101,   13
  260,19130102,   50
  260,19130103,   46
  260,19130104,   49
  260,19130105,   53
  260,19130106,   44
  260,19130107,   35
  260,19130108,   34
  260,19130109,    5
  260,19130110,   -8
  260,19130111,   -9
  260,19130112,  -24
  260,19130113,  -19
  260,19130114,   -5
  260,19130115,    1
  260,19130116,   12
  260,19130117,   35
  260,19130118,   30
  260,19130119,   37
  260,19130120,   50
  260,19130121,   33
  260,19130122,   31
  260,19130123,   49
  260,19130124,   80
  260,19130125,   62
  260,19130126,    8
  260,19130127,   -8
  260,19130128,    5
  260,19130129,   -3
  260,19130130,    0
  260,19130131,   46
  260,19130201,   34
  260,19130202,   45
  260,19130203,   85
  260,19130204,   91
  260,19130205,   70
  260,19130206,   66
  260,19130207,   85
  260,19130208,   69
  260,19130209,   44
  260,19130210,   70
  260,19130211,   64
  260,19130212,   47
  260,19130213,   36
  260,19130214,   51
  260,19130215,   18
  260,19130216,   20
  260,19130217,    7
  260,19130218,  -24
  260,19130219,  -23
  260,19130220,  -29
  260,19130221,    2
  260,19130222,    1
  260,19130223,   -3
  260,19130224,   14
  260,19130225,   32
  260,19130226,   39
  260,19130227,   46
  260,19130228,   26
  260,19130301,   12
  260,19130302,   11
  260,19130303,   65
  260,19130304,   80
  260,19130305,   96
  260,19130306,  105
  260,19130307,   78
  260,19130308,   40
  260,19130309,   46
  260,19130310,   74
  260,19130311,   72
  260,19130312,   50
  260,19130313,   73
  260,19130314,   87
  260,19130315,   64
  260,19130316,   51
  260,19130317,   56
  260,19130318,   30
  260,19130319,   39
  260,19130320,   82
  260,19130321,   93
  260,19130322,  106
  260,19130323,   85
  260,19130324,   59
  260,19130325,   53
  260,19130326,   67
  260,19130327,   76
  260,19130328,   93
  260,19130329,  118
  260,19130330,  127
  260,19130331,  106
  260,19130401,   89
  260,19130402,   65
  260,19130403,   76
  260,19130404,   92
  260,19130405,  103
  260,19130406,   79
  260,19130407,   68
  260,19130408,   52
  260,19130409,   64
  260,19130410,   57
  260,19130411,   26
  260,19130412,   19
  260,19130413,   15
  260,19130414,   31
  260,19130415,   55
  260,19130416,   77
  260,19130417,   64
  260,19130418,   72
  260,19130419,   91
  260,19130420,   61
  260,19130421,   83
  260,19130422,  128
  260,19130423,  105
  260,19130424,  109
  260,19130425,  115
  260,19130426,  110
  260,19130427,  156
  260,19130428,  182
  260,19130429,  169
  260,19130430,  166
  260,19130501,  101
  260,19130502,   96
  260,19130503,  102
  260,19130504,   96
  260,19130505,   84
  260,19130506,   73
  260,19130507,   63
  260,19130508,  106
  260,19130509,  133
  260,19130510,  123
  260,19130511,  113
  260,19130512,  125
  260,19130513,  137
  260,19130514,  146
  260,19130515,  142
  260,19130516,  132
  260,19130517,  135
  260,19130518,   90
  260,19130519,   81
  260,19130520,  105
  260,19130521,  128
  260,19130522,  121
  260,19130523,  113
  260,19130524,  137
  260,19130525,  153
  260,19130526,  183
  260,19130527,  177
  260,19130528,  157
  260,19130529,  200
  260,19130530,  201
  260,19130531,  117
  260,19130601,  111
  260,19130602,  126
  260,19130603,  151
  260,19130604,  175
  260,19130605,  159
  260,19130606,  128
  260,19130607,  122
  260,19130608,  136
  260,19130609,  128
  260,19130610,  122
  260,19130611,  127
  260,19130612,  116
  260,19130613,  115
  260,19130614,  121
  260,19130615,  157
  260,19130616,  186
  260,19130617,  196
  260,19130618,  185
  260,19130619,  150
  260,19130620,  128
  260,19130621,  122
  260,19130622,  156
  260,19130623,  165
  260,19130624,  141
  260,19130625,  132
  260,19130626,  130
  260,19130627,  135
  260,19130628,  127
  260,19130629,  134
  260,19130630,  121
  260,19130701,  120
  260,19130702,  126
  260,19130703,  130
  260,19130704,  147
  260,19130705,  125
  260,19130706,  122
  260,19130707,  126
  260,19130708,  124
  260,19130709,  133
  260,19130710,  132
  260,19130711,  144
  260,19130712,  156
  260,19130713,  166
  260,19130714,  183
  260,19130715,  171
  260,19130716,  141
  260,19130717,  156
  260,19130718,  152
  260,19130719,  136
  260,19130720,  134
  260,19130721,  136
  260,19130722,  136
  260,19130723,  140
  260,19130724,  163
  260,19130725,  161
  260,19130726,  167
  260,19130727,  167
  260,19130728,  152
  260,19130729,  145
  260,19130730,  160
  260,19130731,  178
  260,19130801,  162
  260,19130802,  153
  260,19130803,  162
  260,19130804,  148
  260,19130805,  127
  260,19130806,  113
  260,19130807,  116
  260,19130808,  128
  260,19130809,  134
  260,19130810,  122
  260,19130811,  144
  260,19130812,  143
  260,19130813,  131
  260,19130814,  149
  260,19130815,  138
  260,19130816,  140
  260,19130817,  155
  260,19130818,  146
  260,19130819,  145
  260,19130820,  144
  260,19130821,  145
  260,19130822,  161
  260,19130823,  174
  260,19130824,  150
  260,19130825,  146
  260,19130826,  154
  260,19130827,  175
  260,19130828,  190
  260,19130829,  201
  260,19130830,  185
  260,19130831,  171
  260,19130901,  158
  260,19130902,  156
  260,19130903,  165
  260,19130904,  161
  260,19130905,  153
  260,19130906,  158
  260,19130907,  144
  260,19130908,  146
  260,19130909,  120
  260,19130910,  119
  260,19130911,  129
  260,19130912,  134
  260,19130913,  144
  260,19130914,  152
  260,19130915,  121
  260,19130916,  124
  260,19130917,  124
  260,19130918,  136
  260,19130919,  132
  260,19130920,  128
  260,19130921,  119
  260,19130922,  122
  260,19130923,  117
  260,19130924,  136
  260,19130925,  123
  260,19130926,  122
  260,19130927,  134
  260,19130928,  140
  260,19130929,  137
  260,19130930,  131
  260,19131001,  136
  260,19131002,  144
  260,19131003,  133
  260,19131004,  117
  260,19131005,  110
  260,19131006,  105
  260,19131007,  116
  260,19131008,  124
  260,19131009,  108
  260,19131010,   75
  260,19131011,   90
  260,19131012,  104
  260,19131013,   74
  260,19131014,   77
  260,19131015,  116
  260,19131016,  106
  260,19131017,   88
  260,19131018,   61
  260,19131019,   83
  260,19131020,  109
  260,19131021,  132
  260,19131022,  104
  260,19131023,   88
  260,19131024,   74
  260,19131025,   67
  260,19131026,  132
  260,19131027,  132
  260,19131028,  143
  260,19131029,  143
  260,19131030,  119
  260,19131031,  110
  260,19131101,   90
  260,19131102,   99
  260,19131103,  106
  260,19131104,   76
  260,19131105,   88
  260,19131106,   77
  260,19131107,   60
  260,19131108,   71
  260,19131109,   72
  260,19131110,   91
  260,19131111,  101
  260,19131112,  100
  260,19131113,   82
  260,19131114,   77
  260,19131115,   77
  260,19131116,   88
  260,19131117,  110
  260,19131118,  106
  260,19131119,   73
  260,19131120,   75
  260,19131121,   86
  260,19131122,   66
  260,19131123,   36
  260,19131124,   31
  260,19131125,   50
  260,19131126,   76
  260,19131127,   74
  260,19131128,  100
  260,19131129,   93
  260,19131130,  103
  260,19131201,   84
  260,19131202,   74
  260,19131203,   80
  260,19131204,   64
  260,19131205,   29
  260,19131206,   10
  260,19131207,    5
  260,19131208,   19
  260,19131209,   73
  260,19131210,   79
  260,19131211,   76
  260,19131212,   77
  260,19131213,   62
  260,19131214,   69
  260,19131215,   80
  260,19131216,   80
  260,19131217,   67
  260,19131218,   11
  260,19131219,   -4
  260,19131220,   -8
  260,19131221,    9
  260,19131222,   29
  260,19131223,   12
  260,19131224,   24
  260,19131225,   30
  260,19131226,   73
  260,19131227,   51
  260,19131228,   18
  260,19131229,   10
  260,19131230,   -3
  260,19131231,   12
  260,19140101,  -24
  260,19140102,   11
  260,19140103,   62
  260,19140104,   63
  260,19140105,   48
  260,19140106,   19
  260,19140107,   21
  260,19140108,   45
  260,19140109,   61
  260,19140110,  -14
  260,19140111,  -38
  260,19140112,  -38
  260,19140113,  -15
  260,19140114,  -41
  260,19140115,  -40
  260,19140116,  -21
  260,19140117,  -18
  260,19140118,  -17
  260,19140119,   -9
  260,19140120,  -33
  260,19140121,  -14
  260,19140122,  -26
  260,19140123,  -57
  260,19140124,  -61
  260,19140125,  -11
  260,19140126,   18
  260,19140127,   15
  260,19140128,    6
  260,19140129,   39
