# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# TG       = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius); 
# 
# STN,YYYYMMDD,   TG
# 
  260,19010101,  -49
  260,19010102,  -18
  260,19010103,  -26
  260,19010104,  -65
  260,19010105,  -60
  260,19010106, -100
  260,19010107,  -92
  260,19010108,  -49
  260,19010109,   11
  260,19010110,   15
  260,19010111,  -19
  260,19010112,  -64
  260,19010113,  -44
  260,19010114,  -24
  260,19010115,    7
  260,19010116,   -4
  260,19010117,   18
  260,19010118,   -2
  260,19010119,   34
  260,19010120,   57
  260,19010121,   72
  260,19010122,   73
  260,19010123,   20
  260,19010124,   16
  260,19010125,   58
  260,19010126,   41
  260,19010127,   74
  260,19010128,   29
  260,19010129,   -3
  260,19010130,    7
  260,19010131,    7
  260,19010201,    1
  260,19010202,   -9
  260,19010203,  -12
  260,19010204,  -44
  260,19010205,  -16
  260,19010206,  -18
  260,19010207,  -24
  260,19010208,   16
  260,19010209,   20
  260,19010210,   21
  260,19010211,    1
  260,19010212,  -17
  260,19010213,  -56
  260,19010214,  -77
  260,19010215,  -62
  260,19010216,   18
  260,19010217,   -8
  260,19010218,  -22
  260,19010219,  -19
  260,19010220,  -67
  260,19010221,  -52
  260,19010222,  -15
  260,19010223,   16
  260,19010224,   21
  260,19010225,   36
  260,19010226,   29
  260,19010227,   44
  260,19010228,   54
  260,19010301,   51
  260,19010302,   63
  260,19010303,   64
  260,19010304,   53
  260,19010305,   69
  260,19010306,   48
  260,19010307,   41
  260,19010308,   44
  260,19010309,   27
  260,19010310,   20
  260,19010311,   23
  260,19010312,   46
  260,19010313,   48
  260,19010314,   39
  260,19010315,   57
  260,19010316,   74
  260,19010317,   55
  260,19010318,   39
  260,19010319,   36
  260,19010320,   31
  260,19010321,   19
  260,19010322,   13
  260,19010323,   23
  260,19010324,   23
  260,19010325,    4
  260,19010326,  -14
  260,19010327,  -16
  260,19010328,  -13
  260,19010329,   -6
  260,19010330,   45
  260,19010331,   81
  260,19010401,   71
  260,19010402,   75
  260,19010403,  111
  260,19010404,   84
  260,19010405,   50
  260,19010406,   62
  260,19010407,   97
  260,19010408,  103
  260,19010409,   97
  260,19010410,   81
  260,19010411,   83
  260,19010412,   65
  260,19010413,   58
  260,19010414,   79
  260,19010415,   59
  260,19010416,   46
  260,19010417,   51
  260,19010418,   62
  260,19010419,   92
  260,19010420,  127
  260,19010421,  153
  260,19010422,  165
  260,19010423,  147
  260,19010424,  132
  260,19010425,  134
  260,19010426,   60
  260,19010427,   72
  260,19010428,   97
  260,19010429,   97
  260,19010430,   99
  260,19010501,   85
  260,19010502,  116
  260,19010503,  129
  260,19010504,   91
  260,19010505,   79
  260,19010506,   91
  260,19010507,   82
  260,19010508,   84
  260,19010509,   93
  260,19010510,   96
  260,19010511,  106
  260,19010512,  113
  260,19010513,  126
  260,19010514,  138
  260,19010515,  119
  260,19010516,  100
  260,19010517,   93
  260,19010518,   82
  260,19010519,  101
  260,19010520,  107
  260,19010521,  142
  260,19010522,  143
  260,19010523,  127
  260,19010524,  141
  260,19010525,  137
  260,19010526,  166
  260,19010527,  138
  260,19010528,  157
  260,19010529,  182
  260,19010530,  181
  260,19010531,  171
  260,19010601,  181
  260,19010602,  161
  260,19010603,  156
  260,19010604,  148
  260,19010605,  158
  260,19010606,  162
  260,19010607,  133
  260,19010608,  139
  260,19010609,  146
  260,19010610,  148
  260,19010611,  126
  260,19010612,  109
  260,19010613,  101
  260,19010614,  112
  260,19010615,  116
  260,19010616,  114
  260,19010617,   97
  260,19010618,   95
  260,19010619,  122
  260,19010620,  155
  260,19010621,  181
  260,19010622,  207
  260,19010623,  178
  260,19010624,  139
  260,19010625,  137
  260,19010626,  133
  260,19010627,  137
  260,19010628,  164
  260,19010629,  170
  260,19010630,  181
  260,19010701,  154
  260,19010702,  169
  260,19010703,  159
  260,19010704,  181
  260,19010705,  157
  260,19010706,  172
  260,19010707,  151
  260,19010708,  154
  260,19010709,  170
  260,19010710,  199
  260,19010711,  218
  260,19010712,  231
  260,19010713,  210
  260,19010714,  162
  260,19010715,  158
  260,19010716,  180
  260,19010717,  190
  260,19010718,  206
  260,19010719,  203
  260,19010720,  204
  260,19010721,  207
  260,19010722,  182
  260,19010723,  173
  260,19010724,  172
  260,19010725,  172
  260,19010726,  158
  260,19010727,  159
  260,19010728,  172
  260,19010729,  188
  260,19010730,  198
  260,19010731,  194
  260,19010801,  183
  260,19010802,  179
  260,19010803,  166
  260,19010804,  171
  260,19010805,  163
  260,19010806,  142
  260,19010807,  161
  260,19010808,  182
  260,19010809,  196
  260,19010810,  215
  260,19010811,  180
  260,19010812,  164
  260,19010813,  156
  260,19010814,  180
  260,19010815,  159
  260,19010816,  154
  260,19010817,  151
  260,19010818,  176
  260,19010819,  184
  260,19010820,  159
  260,19010821,  159
  260,19010822,  157
  260,19010823,  162
  260,19010824,  154
  260,19010825,  157
  260,19010826,  152
  260,19010827,  131
  260,19010828,  127
  260,19010829,  118
  260,19010830,  142
  260,19010831,  151
  260,19010901,  126
  260,19010902,  126
  260,19010903,  134
  260,19010904,  133
  260,19010905,  120
  260,19010906,  117
  260,19010907,  128
  260,19010908,  148
  260,19010909,  168
  260,19010910,  166
  260,19010911,  144
  260,19010912,  145
  260,19010913,  141
  260,19010914,  131
  260,19010915,  129
  260,19010916,  137
  260,19010917,  136
  260,19010918,  129
  260,19010919,  119
  260,19010920,  152
  260,19010921,  182
  260,19010922,  167
  260,19010923,  177
  260,19010924,  165
  260,19010925,  163
  260,19010926,  157
  260,19010927,  134
  260,19010928,  128
  260,19010929,  143
  260,19010930,  147
  260,19011001,  152
  260,19011002,  158
  260,19011003,  147
  260,19011004,  124
  260,19011005,  121
  260,19011006,   94
  260,19011007,   88
  260,19011008,   93
  260,19011009,  111
  260,19011010,   88
  260,19011011,  102
  260,19011012,   94
  260,19011013,   84
  260,19011014,   88
  260,19011015,   91
  260,19011016,  101
  260,19011017,  118
  260,19011018,  128
  260,19011019,  119
  260,19011020,  109
  260,19011021,  102
  260,19011022,   86
  260,19011023,   84
  260,19011024,   82
  260,19011025,   96
  260,19011026,   78
  260,19011027,   66
  260,19011028,   93
  260,19011029,   96
  260,19011030,   88
  260,19011031,   58
  260,19011101,   58
  260,19011102,   56
  260,19011103,   40
  260,19011104,   21
  260,19011105,   15
  260,19011106,   26
  260,19011107,   84
  260,19011108,   88
  260,19011109,   86
  260,19011110,   87
  260,19011111,   92
  260,19011112,   75
  260,19011113,   79
  260,19011114,   53
  260,19011115,   22
  260,19011116,   11
  260,19011117,   28
  260,19011118,   61
  260,19011119,   90
  260,19011120,   97
  260,19011121,   94
  260,19011122,   54
  260,19011123,    7
  260,19011124,   -7
  260,19011125,   37
  260,19011126,   47
  260,19011127,   -1
  260,19011128,   45
  260,19011129,   56
  260,19011130,   73
  260,19011201,   80
  260,19011202,   77
  260,19011203,   68
  260,19011204,   11
  260,19011205,  -29
  260,19011206,   -4
  260,19011207,   67
  260,19011208,   94
  260,19011209,   55
  260,19011210,   43
  260,19011211,   21
  260,19011212,   11
  260,19011213,   45
  260,19011214,   22
  260,19011215,    4
  260,19011216,  -10
  260,19011217,  -36
  260,19011218,   -6
  260,19011219,  -17
  260,19011220,    5
  260,19011221,    5
  260,19011222,    7
  260,19011223,    3
  260,19011224,   18
  260,19011225,   54
  260,19011226,   39
  260,19011227,   29
  260,19011228,   16
  260,19011229,   63
  260,19011230,   83
  260,19011231,  106
  260,19020101,   87
  260,19020102,   89
  260,19020103,   76
  260,19020104,   86
  260,19020105,   58
  260,19020106,   68
  260,19020107,   72
  260,19020108,   55
  260,19020109,   36
  260,19020110,   73
  260,19020111,   51
  260,19020112,   44
  260,19020113,   24
  260,19020114,    1
  260,19020115,   21
  260,19020116,   69
  260,19020117,   65
  260,19020118,   34
  260,19020119,    2
  260,19020120,   62
  260,19020121,   80
  260,19020122,   78
  260,19020123,   79
  260,19020124,   49
  260,19020125,   22
  260,19020126,   -2
  260,19020127,    0
  260,19020128,   33
  260,19020129,   24
  260,19020130,    1
  260,19020131,    6
  260,19020201,  -14
  260,19020202,  -12
  260,19020203,    9
  260,19020204,   -5
  260,19020205,   -5
  260,19020206,   -2
  260,19020207,  -13
  260,19020208,  -17
  260,19020209,    7
  260,19020210,    0
  260,19020211,   -8
  260,19020212,  -28
  260,19020213,  -74
  260,19020214,  -43
  260,19020215,  -52
  260,19020216,  -67
  260,19020217,  -33
  260,19020218,    5
  260,19020219,    5
  260,19020220,   15
  260,19020221,   19
  260,19020222,    9
  260,19020223,   31
  260,19020224,   53
  260,19020225,   16
  260,19020226,    9
  260,19020227,   36
  260,19020228,   72
  260,19020301,   48
  260,19020302,   49
  260,19020303,   47
  260,19020304,   55
  260,19020305,   47
  260,19020306,   50
  260,19020307,   50
  260,19020308,   42
  260,19020309,   57
  260,19020310,   17
  260,19020311,   23
  260,19020312,   30
  260,19020313,   48
  260,19020314,   60
  260,19020315,   62
  260,19020316,   56
  260,19020317,   64
  260,19020318,   80
  260,19020319,   87
  260,19020320,   78
  260,19020321,   62
  260,19020322,   63
  260,19020323,   43
  260,19020324,   49
  260,19020325,   52
  260,19020326,   46
  260,19020327,   52
  260,19020328,   56
  260,19020329,   68
  260,19020330,   46
  260,19020331,   44
  260,19020401,   82
  260,19020402,   57
  260,19020403,   46
  260,19020404,   64
  260,19020405,   68
  260,19020406,   52
  260,19020407,   43
  260,19020408,   36
  260,19020409,   41
  260,19020410,   67
  260,19020411,   64
  260,19020412,  111
  260,19020413,   82
  260,19020414,   86
  260,19020415,  141
  260,19020416,  108
  260,19020417,   70
  260,19020418,   80
  260,19020419,  137
  260,19020420,  130
  260,19020421,  127
  260,19020422,  141
  260,19020423,  112
  260,19020424,  110
  260,19020425,  109
  260,19020426,   91
  260,19020427,   78
  260,19020428,   65
  260,19020429,   68
  260,19020430,   74
  260,19020501,   72
  260,19020502,   90
  260,19020503,   97
  260,19020504,   73
  260,19020505,   66
  260,19020506,   61
  260,19020507,   59
  260,19020508,   71
  260,19020509,   73
  260,19020510,   65
  260,19020511,   66
  260,19020512,   62
  260,19020513,   48
  260,19020514,   40
  260,19020515,   65
  260,19020516,   81
  260,19020517,  105
  260,19020518,   83
  260,19020519,   73
  260,19020520,   86
  260,19020521,   85
  260,19020522,   87
  260,19020523,  101
  260,19020524,  133
  260,19020525,  118
  260,19020526,  111
  260,19020527,  129
  260,19020528,  152
  260,19020529,  135
  260,19020530,  179
  260,19020531,  197
  260,19020601,  212
  260,19020602,  164
  260,19020603,  225
  260,19020604,  181
  260,19020605,  145
  260,19020606,  127
  260,19020607,  124
  260,19020608,  105
  260,19020609,  111
  260,19020610,  101
  260,19020611,  104
  260,19020612,  135
  260,19020613,  137
  260,19020614,  116
  260,19020615,  111
  260,19020616,  112
  260,19020617,  124
  260,19020618,  140
  260,19020619,  156
  260,19020620,  166
  260,19020621,  143
  260,19020622,  156
  260,19020623,  159
  260,19020624,  165
  260,19020625,  170
  260,19020626,  182
  260,19020627,  195
  260,19020628,  225
  260,19020629,  214
  260,19020630,  197
  260,19020701,  166
  260,19020702,  132
  260,19020703,  132
  260,19020704,  156
  260,19020705,  159
  260,19020706,  154
  260,19020707,  174
  260,19020708,  176
  260,19020709,  175
  260,19020710,  144
  260,19020711,  127
  260,19020712,  140
  260,19020713,  164
  260,19020714,  185
  260,19020715,  197
  260,19020716,  181
  260,19020717,  153
  260,19020718,  149
  260,19020719,  143
  260,19020720,  133
  260,19020721,  132
  260,19020722,  131
  260,19020723,  128
  260,19020724,  136
  260,19020725,  146
  260,19020726,  171
  260,19020727,  154
  260,19020728,  144
  260,19020729,  156
  260,19020730,  153
  260,19020731,  132
  260,19020801,  128
  260,19020802,  135
  260,19020803,  134
  260,19020804,  144
  260,19020805,  150
  260,19020806,  150
  260,19020807,  170
  260,19020808,  153
  260,19020809,  133
  260,19020810,  126
  260,19020811,  113
  260,19020812,  119
  260,19020813,  124
  260,19020814,  131
  260,19020815,  136
  260,19020816,  157
  260,19020817,  147
  260,19020818,  169
  260,19020819,  174
  260,19020820,  151
  260,19020821,  139
  260,19020822,  132
  260,19020823,  157
  260,19020824,  158
  260,19020825,  157
  260,19020826,  145
  260,19020827,  139
  260,19020828,  148
  260,19020829,  182
  260,19020830,  165
  260,19020831,  154
  260,19020901,  174
  260,19020902,  189
  260,19020903,  184
  260,19020904,  163
  260,19020905,  148
  260,19020906,  147
  260,19020907,  139
  260,19020908,  145
  260,19020909,  151
  260,19020910,  151
  260,19020911,  126
  260,19020912,  115
  260,19020913,  105
  260,19020914,  115
  260,19020915,  124
  260,19020916,  130
  260,19020917,  112
  260,19020918,  101
  260,19020919,   98
  260,19020920,   97
  260,19020921,  114
  260,19020922,  128
  260,19020923,  126
  260,19020924,  123
  260,19020925,  126
  260,19020926,  112
  260,19020927,  119
  260,19020928,  116
  260,19020929,   81
  260,19020930,  103
  260,19021001,   97
  260,19021002,   64
  260,19021003,   30
  260,19021004,   41
  260,19021005,   61
  260,19021006,   87
  260,19021007,   83
  260,19021008,   85
  260,19021009,   98
  260,19021010,  132
  260,19021011,  131
  260,19021012,  102
  260,19021013,   97
  260,19021014,  105
  260,19021015,  110
  260,19021016,  108
  260,19021017,   87
  260,19021018,   82
  260,19021019,   71
  260,19021020,  101
  260,19021021,  100
  260,19021022,   78
  260,19021023,   75
  260,19021024,   95
  260,19021025,  104
  260,19021026,   96
  260,19021027,   90
  260,19021028,   55
  260,19021029,   46
  260,19021030,   66
  260,19021031,   69
  260,19021101,   92
  260,19021102,   82
  260,19021103,   64
  260,19021104,   55
  260,19021105,   64
  260,19021106,   88
  260,19021107,   98
  260,19021108,   93
  260,19021109,   86
  260,19021110,   82
  260,19021111,   75
  260,19021112,   90
  260,19021113,   84
  260,19021114,   56
  260,19021115,   34
  260,19021116,   23
  260,19021117,  -19
  260,19021118,  -42
  260,19021119,  -60
  260,19021120,  -57
  260,19021121,  -47
  260,19021122,  -44
  260,19021123,  -27
  260,19021124,   30
  260,19021125,   42
  260,19021126,   36
  260,19021127,    9
  260,19021128,   47
  260,19021129,   41
  260,19021130,   36
  260,19021201,   17
  260,19021202,   20
  260,19021203,  -55
  260,19021204,  -39
  260,19021205,  -86
  260,19021206,  -98
  260,19021207,  -35
  260,19021208,  -56
  260,19021209,  -41
  260,19021210,  -53
  260,19021211,  -53
  260,19021212,  -66
  260,19021213,    1
  260,19021214,   42
  260,19021215,   40
  260,19021216,   40
  260,19021217,   76
  260,19021218,   54
  260,19021219,   34
  260,19021220,   55
  260,19021221,   59
  260,19021222,   23
  260,19021223,   -2
  260,19021224,   12
  260,19021225,   54
  260,19021226,   69
  260,19021227,   77
  260,19021228,   70
  260,19021229,   33
  260,19021230,   24
  260,19021231,   25
  260,19030101,   28
  260,19030102,   47
  260,19030103,   76
  260,19030104,   63
  260,19030105,   77
  260,19030106,   96
  260,19030107,   87
  260,19030108,   63
  260,19030109,   68
  260,19030110,   90
  260,19030111,   29
  260,19030112,  -17
  260,19030113,  -42
  260,19030114,  -48
  260,19030115,  -41
  260,19030116,  -41
  260,19030117,  -25
  260,19030118,  -19
  260,19030119,    7
  260,19030120,   20
  260,19030121,  -33
  260,19030122,  -28
  260,19030123,   22
  260,19030124,   20
  260,19030125,   57
  260,19030126,   70
  260,19030127,   73
  260,19030128,   58
  260,19030129,   59
  260,19030130,   71
  260,19030131,   47
  260,19030201,   40
  260,19030202,   26
  260,19030203,   38
  260,19030204,   61
  260,19030205,   53
  260,19030206,   33
  260,19030207,   49
  260,19030208,   95
  260,19030209,   87
  260,19030210,   74
  260,19030211,   73
  260,19030212,   61
  260,19030213,   33
  260,19030214,   56
  260,19030215,   49
  260,19030216,   14
  260,19030217,   -1
  260,19030218,   12
  260,19030219,   35
  260,19030220,   83
  260,19030221,  107
  260,19030222,   88
  260,19030223,   85
  260,19030224,   58
  260,19030225,   85
  260,19030226,   74
  260,19030227,   80
  260,19030228,   47
  260,19030301,   53
  260,19030302,   48
  260,19030303,   66
  260,19030304,   67
  260,19030305,   75
  260,19030306,   47
  260,19030307,   48
  260,19030308,   35
  260,19030309,   13
  260,19030310,   18
  260,19030311,   37
  260,19030312,   41
  260,19030313,   54
  260,19030314,   61
  260,19030315,   81
  260,19030316,   68
  260,19030317,   60
  260,19030318,   60
  260,19030319,   70
  260,19030320,  100
  260,19030321,  102
  260,19030322,  113
  260,19030323,  141
  260,19030324,   77
  260,19030325,  123
  260,19030326,  131
  260,19030327,  114
  260,19030328,   94
  260,19030329,   88
  260,19030330,   73
  260,19030331,   68
  260,19030401,   64
  260,19030402,   58
  260,19030403,   57
  260,19030404,   80
  260,19030405,   58
  260,19030406,   69
  260,19030407,   83
  260,19030408,   64
  260,19030409,   59
  260,19030410,   66
  260,19030411,   76
  260,19030412,   53
  260,19030413,   23
  260,19030414,   31
  260,19030415,   25
  260,19030416,   24
  260,19030417,   21
  260,19030418,   21
  260,19030419,   37
  260,19030420,   42
  260,19030421,   41
  260,19030422,   48
  260,19030423,   33
  260,19030424,   34
  260,19030425,   50
  260,19030426,   61
  260,19030427,   84
  260,19030428,   86
  260,19030429,  103
  260,19030430,  117
  260,19030501,  118
  260,19030502,  103
  260,19030503,  126
  260,19030504,  138
  260,19030505,  124
  260,19030506,  122
  260,19030507,   98
  260,19030508,  114
  260,19030509,  109
  260,19030510,   89
  260,19030511,   91
  260,19030512,   83
  260,19030513,   92
  260,19030514,  116
  260,19030515,  114
  260,19030516,  105
  260,19030517,   83
  260,19030518,   75
  260,19030519,   76
  260,19030520,  105
  260,19030521,  136
  260,19030522,  177
  260,19030523,  145
  260,19030524,  123
  260,19030525,  139
  260,19030526,  154
  260,19030527,  163
  260,19030528,  167
  260,19030529,  189
  260,19030530,  213
  260,19030531,  209
  260,19030601,  209
  260,19030602,  135
  260,19030603,  111
  260,19030604,  125
  260,19030605,  113
  260,19030606,  113
  260,19030607,  133
  260,19030608,  144
  260,19030609,  172
  260,19030610,  181
  260,19030611,  136
  260,19030612,  120
  260,19030613,  114
  260,19030614,  123
  260,19030615,  113
  260,19030616,  121
  260,19030617,  108
  260,19030618,  116
  260,19030619,  120
  260,19030620,  114
  260,19030621,  109
  260,19030622,  111
  260,19030623,  132
  260,19030624,  145
  260,19030625,  160
  260,19030626,  171
  260,19030627,  194
  260,19030628,  212
  260,19030629,  183
  260,19030630,  156
  260,19030701,  158
  260,19030702,  188
  260,19030703,  167
  260,19030704,  149
  260,19030705,  146
  260,19030706,  137
  260,19030707,  107
  260,19030708,  113
  260,19030709,  135
  260,19030710,  160
  260,19030711,  182
  260,19030712,  164
  260,19030713,  133
  260,19030714,  131
  260,19030715,  159
  260,19030716,  176
  260,19030717,  160
  260,19030718,  151
  260,19030719,  150
  260,19030720,  142
  260,19030721,  152
  260,19030722,  153
  260,19030723,  182
  260,19030724,  154
  260,19030725,  159
  260,19030726,  160
  260,19030727,  165
  260,19030728,  164
  260,19030729,  152
  260,19030730,  136
  260,19030731,  144
  260,19030801,  157
  260,19030802,  157
  260,19030803,  144
  260,19030804,  154
  260,19030805,  159
  260,19030806,  145
  260,19030807,  140
  260,19030808,  159
  260,19030809,  168
  260,19030810,  145
  260,19030811,  156
  260,19030812,  154
  260,19030813,  151
  260,19030814,  171
  260,19030815,  157
  260,19030816,  133
  260,19030817,  139
  260,19030818,  145
  260,19030819,  141
  260,19030820,  137
  260,19030821,  148
  260,19030822,  144
  260,19030823,  146
  260,19030824,  144
  260,19030825,  141
  260,19030826,  143
  260,19030827,  164
  260,19030828,  155
  260,19030829,  152
  260,19030830,  148
  260,19030831,  153
  260,19030901,  173
  260,19030902,  214
  260,19030903,  167
  260,19030904,  162
  260,19030905,  182
  260,19030906,  168
  260,19030907,  142
  260,19030908,  140
  260,19030909,  138
  260,19030910,  113
  260,19030911,  104
  260,19030912,   98
  260,19030913,   98
  260,19030914,  105
  260,19030915,  119
  260,19030916,  112
  260,19030917,  104
  260,19030918,  120
  260,19030919,  145
  260,19030920,  153
  260,19030921,  141
  260,19030922,  130
  260,19030923,  141
  260,19030924,  149
  260,19030925,  143
  260,19030926,  137
  260,19030927,  133
  260,19030928,  154
  260,19030929,  166
  260,19030930,  159
  260,19031001,  154
  260,19031002,  136
  260,19031003,  139
  260,19031004,  128
  260,19031005,  131
  260,19031006,  135
  260,19031007,  128
  260,19031008,  135
  260,19031009,  127
  260,19031010,   90
  260,19031011,   90
  260,19031012,  111
  260,19031013,  121
  260,19031014,  120
  260,19031015,  117
  260,19031016,   90
  260,19031017,   94
  260,19031018,   92
  260,19031019,   76
  260,19031020,   81
  260,19031021,  103
  260,19031022,  105
  260,19031023,   93
  260,19031024,   82
  260,19031025,  104
  260,19031026,  121
  260,19031027,  113
  260,19031028,  123
  260,19031029,   87
  260,19031030,   81
  260,19031031,   72
  260,19031101,   73
  260,19031102,   84
  260,19031103,   76
  260,19031104,   68
  260,19031105,   58
  260,19031106,   44
  260,19031107,   65
  260,19031108,   65
  260,19031109,   58
  260,19031110,   85
  260,19031111,   65
  260,19031112,   84
  260,19031113,   99
  260,19031114,   89
  260,19031115,   58
  260,19031116,   51
  260,19031117,   29
  260,19031118,   17
  260,19031119,    9
  260,19031120,   26
  260,19031121,   73
  260,19031122,   72
  260,19031123,   92
  260,19031124,   82
  260,19031125,   52
  260,19031126,   27
  260,19031127,   30
  260,19031128,   53
  260,19031129,   15
  260,19031130,   -8
  260,19031201,   10
  260,19031202,    5
  260,19031203,    7
  260,19031204,    0
  260,19031205,   10
  260,19031206,    5
  260,19031207,   -1
  260,19031208,   22
  260,19031209,   52
  260,19031210,   67
  260,19031211,   72
  260,19031212,   46
  260,19031213,   40
  260,19031214,   42
  260,19031215,   37
  260,19031216,   29
  260,19031217,   28
  260,19031218,   17
  260,19031219,   -4
  260,19031220,   -3
  260,19031221,    4
  260,19031222,   -3
  260,19031223,  -12
  260,19031224,   -7
  260,19031225,   -1
  260,19031226,   -2
  260,19031227,    4
  260,19031228,  -21
  260,19031229,  -54
  260,19031230,  -56
  260,19031231,  -47
  260,19040101,  -36
  260,19040102,  -28
  260,19040103,    2
  260,19040104,   -3
  260,19040105,   -4
  260,19040106,  -21
  260,19040107,  -26
  260,19040108,    6
  260,19040109,   15
  260,19040110,   21
  260,19040111,   10
  260,19040112,   28
  260,19040113,   82
  260,19040114,   55
  260,19040115,   37
  260,19040116,   28
  260,19040117,   12
  260,19040118,   18
  260,19040119,   -5
  260,19040120,  -20
  260,19040121,   -9
  260,19040122,    1
  260,19040123,  -32
  260,19040124,  -32
  260,19040125,  -16
  260,19040126,  -17
  260,19040127,   19
  260,19040128,   46
  260,19040129,   41
  260,19040130,   40
  260,19040131,   49
  260,19040201,   32
  260,19040202,   21
  260,19040203,   51
  260,19040204,   55
  260,19040205,   29
  260,19040206,   35
  260,19040207,   36
  260,19040208,   44
  260,19040209,   60
  260,19040210,   58
  260,19040211,   35
  260,19040212,   44
  260,19040213,   79
  260,19040214,   50
  260,19040215,   35
  260,19040216,   22
  260,19040217,   28
  260,19040218,   20
  260,19040219,   31
  260,19040220,   62
  260,19040221,   87
  260,19040222,   56
  260,19040223,   10
  260,19040224,   -1
  260,19040225,   -5
  260,19040226,  -13
  260,19040227,  -23
  260,19040228,  -35
  260,19040229,  -33
  260,19040301,  -16
  260,19040302,   12
  260,19040303,    5
  260,19040304,   12
  260,19040305,   18
  260,19040306,   13
  260,19040307,   34
  260,19040308,   76
  260,19040309,   84
  260,19040310,   32
  260,19040311,   25
  260,19040312,   23
  260,19040313,    7
  260,19040314,   32
  260,19040315,   25
  260,19040316,    6
  260,19040317,   38
  260,19040318,   46
  260,19040319,   47
  260,19040320,   73
  260,19040321,   91
  260,19040322,   61
  260,19040323,   51
  260,19040324,   41
  260,19040325,   36
  260,19040326,   47
  260,19040327,   46
  260,19040328,   55
  260,19040329,   61
  260,19040330,   35
  260,19040331,   47
  260,19040401,   68
  260,19040402,   64
  260,19040403,   80
  260,19040404,   69
  260,19040405,   74
  260,19040406,   90
  260,19040407,   68
  260,19040408,   79
  260,19040409,   86
  260,19040410,   71
  260,19040411,   64
  260,19040412,   77
  260,19040413,  116
  260,19040414,  146
  260,19040415,  179
  260,19040416,  126
  260,19040417,  113
  260,19040418,  119
  260,19040419,  123
  260,19040420,  125
  260,19040421,  118
  260,19040422,   93
  260,19040423,  106
  260,19040424,   93
  260,19040425,   80
  260,19040426,   58
  260,19040427,   75
  260,19040428,  100
  260,19040429,  103
  260,19040430,  111
  260,19040501,  119
  260,19040502,  102
  260,19040503,   88
  260,19040504,   84
  260,19040505,   96
  260,19040506,   87
  260,19040507,   81
  260,19040508,   81
  260,19040509,   68
  260,19040510,   83
  260,19040511,   77
  260,19040512,   90
  260,19040513,  136
  260,19040514,  157
  260,19040515,  123
  260,19040516,  141
  260,19040517,  161
  260,19040518,  116
  260,19040519,   90
  260,19040520,   88
  260,19040521,   83
  260,19040522,  110
  260,19040523,  108
  260,19040524,  129
  260,19040525,  174
  260,19040526,  201
  260,19040527,  178
  260,19040528,  150
  260,19040529,  126
  260,19040530,  175
  260,19040531,  170
  260,19040601,  138
  260,19040602,  137
  260,19040603,  131
  260,19040604,  135
  260,19040605,  172
  260,19040606,  169
  260,19040607,  134
  260,19040608,  128
  260,19040609,  143
  260,19040610,  129
  260,19040611,  144
  260,19040612,  137
  260,19040613,  137
  260,19040614,  181
  260,19040615,  152
  260,19040616,  156
  260,19040617,  152
  260,19040618,  140
  260,19040619,  137
  260,19040620,  154
  260,19040621,  134
  260,19040622,  126
  260,19040623,  141
  260,19040624,  164
  260,19040625,  124
  260,19040626,  121
  260,19040627,  116
  260,19040628,  120
  260,19040629,  122
  260,19040630,  149
  260,19040701,  156
  260,19040702,  143
  260,19040703,  138
  260,19040704,  145
  260,19040705,  152
  260,19040706,  171
  260,19040707,  166
  260,19040708,  178
  260,19040709,  167
  260,19040710,  160
  260,19040711,  160
  260,19040712,  186
  260,19040713,  187
  260,19040714,  197
  260,19040715,  237
  260,19040716,  199
  260,19040717,  198
  260,19040718,  162
  260,19040719,  144
  260,19040720,  152
  260,19040721,  163
  260,19040722,  172
  260,19040723,  188
  260,19040724,  203
  260,19040725,  207
  260,19040726,  174
  260,19040727,  159
  260,19040728,  167
  260,19040729,  178
  260,19040730,  205
  260,19040731,  199
  260,19040801,  182
  260,19040802,  185
  260,19040803,  203
  260,19040804,  231
  260,19040805,  190
  260,19040806,  168
  260,19040807,  164
  260,19040808,  158
  260,19040809,  138
  260,19040810,  139
  260,19040811,  142
  260,19040812,  136
  260,19040813,  148
  260,19040814,  173
  260,19040815,  168
  260,19040816,  148
  260,19040817,  154
  260,19040818,  131
  260,19040819,  138
  260,19040820,  131
  260,19040821,  123
  260,19040822,  142
  260,19040823,  141
  260,19040824,  131
  260,19040825,  129
  260,19040826,  135
  260,19040827,  148
  260,19040828,  152
  260,19040829,  167
  260,19040830,  193
  260,19040831,  162
  260,19040901,  155
